Mon Mar 20 16:43:06 2023    profile_results_base.prof

         45452990 function calls (44306479 primitive calls) in 47.028 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 readers.py:816(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        3    0.000    0.000    0.000    0.000 base_layer.py:2831(_get_input_masks)
        4    0.000    0.000    0.000    0.000 ast3.py:43(visit_Str)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:946(merge_with)
        6    0.000    0.000    0.000    0.000 ops.py:4901(__enter__)
        2    0.000    0.000    0.000    0.000 device_spec.py:107(__init__)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:359(getsourcefile)
        1    0.000    0.000    0.000    0.000 base.py:1039(copy)
       11    0.000    0.000    0.000    0.000 comm.py:43(_default_topic)
       23    0.000    0.000    0.000    0.000 traitlets.py:1575(_remove_notifiers)
        5    0.000    0.000    0.000    0.000 threading.py:499(__init__)
       67    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
       12    0.000    0.000    0.000    0.000 ast3.py:256(visit_Constant)
        6    0.000    0.000    0.000    0.000 ops.py:4911(__exit__)
        1    0.000    0.000    0.000    0.000 widget_float.py:51(_validate_max)
       11    0.000    0.000    0.000    0.000 inspect.py:2670(apply_defaults)
        1    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
      4/2    0.000    0.000    0.000    0.000 sre_compile.py:71(_compile)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       11    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 base_layer.py:3563(_in_functional_construction_mode)
        8    0.000    0.000    0.000    0.000 auto_control_deps.py:435(<genexpr>)
        5    0.000    0.000    0.000    0.000 ops.py:841(consumers)
        1    0.000    0.000    0.000    0.000 device_spec.py:145(from_string)
        6    0.000    0.000    0.000    0.000 base_parser.py:1183(_is_potential_multi_index)
       40    0.000    0.000    0.000    0.000 inspect.py:891(tokeneater)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 liveness.py:193(visit_Expr)
        1    0.000    0.000    0.000    0.000 directives.py:138(visit_Expr)
        1    0.000    0.000    0.000    0.000 function_cache.py:169(_placeholder_value)
        2    0.000    0.000    0.000    0.000 iterator_ops.py:888(_component_specs)
        1    0.000    0.000    0.000    0.000 utils.py:144(__init__)
        3    0.000    0.000    0.000    0.000 common.py:98(close)
        1    0.000    0.000    0.000    0.000 range.py:790(<listcomp>)
       17    0.000    0.000    0.000    0.000 traitlets.py:2860(validate_elements)
        8    0.000    0.000    0.000    0.000 re.py:172(match)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:570(__enter__)
        4    0.000    0.000    0.000    0.000 cfg.py:202(<dictcomp>)
       11    0.000    0.000    0.000    0.000 cfg.py:326(_connect_nodes)
        3    0.000    0.000    0.000    0.000 unparser.py:779(_arguments)
        3    0.000    0.000    0.000    0.000 std.py:112(__exit__)
        1    0.000    0.000    0.000    0.000 zmqshell.py:73(_hooks)
        1    0.000    0.000    0.000    0.000 tempfile.py:471(__getattr__)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f9b3e7fcdd0}
       16    0.000    0.000    0.000    0.000 random.py:224(_randbelow)
       14    0.000    0.000    0.000    0.000 traitlets.py:1686(_register_validator)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:536(_code_to_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.000    0.000 api.py:148(__init__)
       13    0.000    0.000    0.000    0.000 activity.py:247(_in_constructor)
        4    0.000    0.000    0.000    0.000 cfg.py:285(reset)
       24    0.000    0.000    0.000    0.000 unparser.py:520(_Name)
        1    0.000    0.000    0.000    0.000 device_spec.py:215(make_merged_spec)
        1    0.000    0.000    0.000    0.000 context.py:183(__init__)
        2    0.000    0.000    0.000    0.000 c_parser_wrapper.py:200(_set_noconvert_columns)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:123(_collect_type_vars)
       11    0.000    0.000    0.000    0.000 traitlets.py:2574(validate)
       11    0.000    0.000    0.000    0.000 inspect.py:2640(kwargs)
       73    0.000    0.000    0.000    0.000 traitlets.py:1233(__get__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 liveness.py:39(__init__)
        1    0.000    0.000    0.000    0.000 reaching_fndefs.py:75(__init__)
        1    0.000    0.000    0.000    0.000 call_trees.py:127(_args_to_tuple)
        2    0.000    0.000    0.000    0.000 cfg.py:281(__init__)
        3    0.000    0.000    0.000    0.000 cfg.py:433(add_exit_node)
       34    0.000    0.000    0.000    0.000 ast_util.py:29(__init__)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:3031(<listcomp>)
        5    0.000    0.000    0.000    0.000 object_identity.py:229(_wrap_key)
        1    0.000    0.000    0.000    0.000 tf_stack.py:74(update)
        1    0.000    0.000    0.000    0.000 context.py:1214(_compute_gpu_options)
        1    0.000    0.000    0.000    0.000 std.py:570(<setcomp>)
       53    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        5    0.000    0.000    0.000    0.000 traitlets.py:2689(validate)
       10    0.000    0.000    0.000    0.000 typing.py:113(_type_check)
        1    0.000    0.000    0.000    0.000 enum.py:182(<setcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:43(__init__)
        3    0.000    0.000    0.000    0.000 unparser.py:141(_Return)
        4    0.000    0.000    0.000    0.000 unparser.py:837(_keyword)
        4    0.000    0.000    0.000    0.000 ops.py:7002(__exit__)
        3    0.000    0.000    0.000    0.000 common.py:428(get_compression_method)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
       24    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        9    0.000    0.000    0.000    0.000 enum.py:381(__setattr__)
        3    0.000    0.000    0.000    0.000 contextlib.py:376(_exit_wrapper)
       65    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        3    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
      137    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3028(__init__)
        3    0.000    0.000    0.000    0.000 cfg.py:400(_add_jump_node)
        1    0.000    0.000    0.000    0.000 unparser.py:292(_ExceptHandler)
        1    0.000    0.000    0.000    0.000 inspect_utils.py:146(getnamespace)
        9    0.000    0.000    0.000    0.000 tape.py:177(record_operation)
        3    0.000    0.000    0.000    0.000 std.py:109(__enter__)
        1    0.000    0.000    0.000    0.000 notebook.py:76(_json_)
       82    0.000    0.000    0.000    0.000 loader.py:244(_ensure_subconfig)
       11    0.000    0.000    0.000    0.000 traitlets.py:2996(validate_elements)
        2    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        2    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        2    0.000    0.000    0.000    0.000 base_layer.py:2651(_maybe_cast_inputs)
        1    0.000    0.000    0.000    0.000 input_spec.py:75(__init__)
        1    0.000    0.000    0.000    0.000 cfg.py:804(visit_Raise)
       83    0.000    0.000    0.000    0.000 origin_info.py:187(_absolute_lineno)
       26    0.000    0.000    0.000    0.000 reaching_definitions.py:116(init_state)
        3    0.000    0.000    0.000    0.000 return_statements.py:250(_postprocess_statement)
       17    0.000    0.000    0.000    0.000 transformer.py:130(exit)
       20    0.000    0.000    0.000    0.000 transformer.py:151(__setattr__)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1427(__init__)
        6    0.000    0.000    0.000    0.000 ops.py:4936(_pop_control_dependencies_controller)
        3    0.000    0.000    0.000    0.000 ops.py:6342(get_name_scope)
        1    0.000    0.000    0.000    0.000 tf_stack.py:71(__init__)
        1    0.000    0.000    0.000    0.000 context.py:211(config_proto_serialized)
        2    0.000    0.000    0.000    0.000 readers.py:1218(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 format.py:475(get_adjustment)
        7    0.000    0.000    0.000    0.000 trait_types.py:358(validate)
       12    0.000    0.000    0.000    0.000 configurable.py:91(notice_config_override)
       41    0.000    0.000    0.000    0.000 traitlets.py:3352(validate_elements)
       30    0.000    0.000    0.000    0.000 typing.py:595(_is_dunder)
      7/6    0.000    0.000    0.000    0.000 typing.py:669(__hash__)
        1    0.000    0.000    0.000    0.000 enum.py:479(_find_new_)
        2    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
       70    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 training.py:3936(_minimum_control_deps)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3053(__enter__)
        8    0.000    0.000    0.000    0.000 reaching_definitions.py:72(<dictcomp>)
        2    0.000    0.000    0.000    0.000 reaching_definitions.py:222(_aggregate_predecessors_defined_in)
       12    0.000    0.000    0.000    0.000 transformer.py:124(__exit__)
       25    0.000    0.000    0.000    0.000 transformer.py:137(level)
       18    0.000    0.000    0.000    0.000 unparser.py:42(fill)
        2    0.000    0.000    0.000    0.000 type_spec.py:313(rename)
        2    0.000    0.000    0.000    0.000 base_parser.py:409(_make_index)
        2    0.000    0.000    0.000    0.000 base_parser.py:1211(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 format.py:608(_initialize_justify)
       18    0.000    0.000    0.000    0.000 indexing.py:965(_validate_key)
      4/2    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        8    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:634(<genexpr>)
        2    0.000    0.000    0.000    0.000 enum.py:447(_get_mixins_)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       34    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRecordOperation}
        4    0.000    0.000    0.000    0.000 base_layer.py:2803(<genexpr>)
        3    0.000    0.000    0.000    0.000 backend.py:798(get_graph)
        3    0.000    0.000    0.000    0.000 liveness.py:152(_block_statement_live_in)
      105    0.000    0.000    0.000    0.000 qual_names.py:103(has_attr)
      5/3    0.000    0.000    0.000    0.000 qual_names.py:171(__str__)
       12    0.000    0.000    0.000    0.000 transformer.py:120(__enter__)
       24    0.000    0.000    0.000    0.000 transformer.py:148(__getattr__)
       33    0.000    0.000    0.000    0.000 templates.py:39(__init__)
        1    0.000    0.000    0.000    0.000 function_cache.py:105(_placeholder_value)
        8    0.000    0.000    0.000    0.000 auto_control_deps_utils.py:101(<genexpr>)
        5    0.000    0.000    0.000    0.000 object_identity.py:74(__init__)
        7    0.000    0.000    0.000    0.000 common.py:143(_expand_user)
        1    0.000    0.000    0.000    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:276(__getattr__)
       24    0.000    0.000    0.000    0.000 bunch.py:13(__getattr__)
       13    0.000    0.000    0.000    0.000 configurable.py:522(instance)
       28    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:106(remove)
        2    0.000    0.000    0.000    0.000 enum.py:841(__and__)
       57    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 training.py:3781(_reduce)
        3    0.000    0.000    0.000    0.000 base_layer.py:2567(_autographed_call)
        9    0.000    0.000    0.000    0.000 reaching_fndefs.py:57(__or__)
      105    0.000    0.000    0.000    0.000 qual_names.py:100(has_subscript)
        3    0.000    0.000    0.000    0.000 ast3.py:430(<listcomp>)
        4    0.000    0.000    0.000    0.000 converter.py:178(uses)
        5    0.000    0.000    0.000    0.000 func_graph.py:894(add_capture)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:3036(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:82(push_obj)
        5    0.000    0.000    0.000    0.000 ops.py:851(<listcomp>)
      2/1    0.000    0.000    0.000    0.000 default_types.py:190(_placeholder_value)
        2    0.000    0.000    0.000    0.000 notebook.py:201(colour)
        4    0.000    0.000    0.000    0.000 base_parser.py:402(_maybe_make_multi_index_columns)
        2    0.000    0.000    0.000    0.000 base_parser.py:791(_do_date_conversions)
        4    0.000    0.000    0.000    0.000 readers.py:414(validate_integer)
        1    0.000    0.000    0.000    0.000 widget.py:51(<listcomp>)
       16    0.000    0.000    0.000    0.000 inspect.py:690(<genexpr>)
        1    0.000    0.000    0.000    0.000 copy.py:269(_reconstruct)
        2    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
       34    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter1}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddControlInput}
        1    0.000    0.000    0.000    0.000 csvs.py:45(CSVFormatter)
        3    0.000    0.000    0.000    0.000 base_layer.py:2520(_set_training_mode)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3066(__exit__)
        1    0.000    0.000    0.000    0.000 transpiler.py:186(instantiate)
        2    0.000    0.000    0.000    0.000 origin_info.py:165(__init__)
        1    0.000    0.000    0.000    0.000 liveness.py:110(__init__)
        2    0.000    0.000    0.000    0.000 liveness.py:144(_block_statement_live_out)
       16    0.000    0.000    0.000    0.000 origin_info.py:53(line_loc)
       22    0.000    0.000    0.000    0.000 transformer.py:187(__init__)
        1    0.000    0.000    0.000    0.000 function_cache.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:3964(as_graph_element)
        6    0.000    0.000    0.000    0.000 ops.py:4866(__init__)
        6    0.000    0.000    0.000    0.000 ops.py:4933(_push_control_dependencies_controller)
        1    0.000    0.000    0.000    0.000 device_spec.py:286(_get_combined_properties)
       16    0.000    0.000    0.000    0.000 context.py:1135(rewriter_toggle)
        9    0.000    0.000    0.000    0.000 api.py:225(<genexpr>)
        2    0.000    0.000    0.000    0.000 nanops.py:214(_maybe_get_mask)
       11    0.000    0.000    0.000    0.000 uuid.py:320(hex)
       12    0.000    0.000    0.000    0.000 configurable.py:566(initialized)
        4    0.000    0.000    0.000    0.000 threading.py:1225(current_thread)
       11    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
        8    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        3    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:711(is_package)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
       17    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 csvs.py:177(data_index)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:501(enter)
        1    0.000    0.000    0.000    0.000 transpiler.py:119(<listcomp>)
       83    0.000    0.000    0.000    0.000 origin_info.py:190(_absolute_col_offset)
        3    0.000    0.000    0.000    0.000 return_statements.py:70(_postprocess_statement)
        1    0.000    0.000    0.000    0.000 ag_ctx.py:91(_default_control_status_ctx)
        1    0.000    0.000    0.000    0.000 api.py:155(get_effective_source_map)
        1    0.000    0.000    0.000    0.000 call_trees.py:60(_consume_args)
        1    0.000    0.000    0.000    0.000 call_trees.py:78(finalize)
        9    0.000    0.000    0.000    0.000 unparser.py:523(_NameConstant)
        5    0.000    0.000    0.000    0.000 templates.py:224(<listcomp>)
        8    0.000    0.000    0.000    0.000 ast3.py:272(_make_arg)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:991(<listcomp>)
        7    0.000    0.000    0.000    0.000 ops.py:4923(add_op)
        1    0.000    0.000    0.000    0.000 tf_stack.py:98(update)
        1    0.000    0.000    0.000    0.000 utils.py:278(<listcomp>)
        2    0.000    0.000    0.000    0.000 base_parser.py:605(_set_noconvert_dtype_columns)
        2    0.000    0.000    0.000    0.000 base.py:2218(is_object)
        4    0.000    0.000    0.000    0.000 iostream.py:429(_is_master_process)
        1    0.000    0.000    0.000    0.000 tempfile.py:465(__init__)
       81    0.000    0.000    0.000    0.000 traitlets.py:512(instance_init)
       23    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
       31    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
        2    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
       54    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        8    0.000    0.000    0.000    0.000 weakref.py:336(__new__)
        3    0.000    0.000    0.000    0.000 contextlib.py:456(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       36    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       36    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationOutputConsumers_wrapper}
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        3    0.000    0.000    0.000    0.000 csvs.py:166(_number_format)
        1    0.000    0.000    0.000    0.000 csvs.py:110(_initialize_index_label)
        2    0.000    0.000    0.000    0.000 base_layer.py:2682(_should_cast_single_input)
        3    0.000    0.000    0.000    0.000 base_layer.py:2841(<listcomp>)
        1    0.000    0.000    0.000    0.000 functional.py:1610(shape_with_no_batch_size)
       10    0.000    0.000    0.000    0.000 reaching_definitions.py:47(__init__)
       30    0.000    0.000    0.000    0.000 reaching_fndefs.py:45(__init__)
        2    0.000    0.000    0.000    0.000 reaching_definitions.py:177(__init__)
       20    0.000    0.000    0.000    0.000 reaching_fndefs.py:81(init_state)
        1    0.000    0.000    0.000    0.000 continue_statements.py:75(_postprocess_statement)
        2    0.000    0.000    0.000    0.000 cfg.py:649(__init__)
        1    0.000    0.000    0.000    0.000 inspect_utils.py:52(islambda)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:905(__tf_tracing_type__)
        2    0.000    0.000    0.000    0.000 op_def_library.py:71(_SatisfiesAllowedStringsConstraint)
        1    0.000    0.000    0.000    0.000 ops.py:4000(_as_graph_element_locked)
        2    0.000    0.000    0.000    0.000 ops.py:199(_as_graph_element)
      2/1    0.000    0.000    0.000    0.000 default_types.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 tf_decorator.py:121(rewrap)
        1    0.000    0.000    0.000    0.000 utils.py:87(__init__)
        2    0.000    0.000    0.000    0.000 readers.py:855(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 format.py:590(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 format.py:714(truncate)
        1    0.000    0.000    0.000    0.000 base.py:713(tolist)
        6    0.000    0.000    0.000    0.000 inference.py:98(is_file_like)
       11    0.000    0.000    0.000    0.000 widget.py:360(_call_widget_constructed)
       12    0.000    0.000    0.000    0.000 formatters.py:274(_get_type)
        1    0.000    0.000    0.000    0.000 tempfile.py:114(_sanitize_params)
        4    0.000    0.000    0.000    0.000 parse.py:112(_coerce_args)
        1    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
       11    0.000    0.000    0.000    0.000 traitlets.py:2481(validate)
       37    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:212(_remove_dups_flatten)
        8    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
        1    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        8    0.000    0.000    0.000    0.000 weakref.py:341(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:381(_calc_mode)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_w_long)
       25    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       42    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
        2    0.000    0.000    0.000    0.000 csvs.py:196(_has_aliases)
        1    0.000    0.000    0.000    0.000 csvs.py:200(_need_to_save_header)
        1    0.000    0.000    0.000    0.000 csvs.py:119(_get_index_label_from_obj)
        3    0.000    0.000    0.000    0.000 autocast_variable.py:565(__init__)
        3    0.000    0.000    0.000    0.000 autocast_variable.py:570(__enter__)
        6    0.000    0.000    0.000    0.000 base_layer.py:1020(<genexpr>)
        2    0.000    0.000    0.000    0.000 node.py:168(map_arguments)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:604(is_subclassed)
        4    0.000    0.000    0.000    0.000 layer_utils.py:701(arg_was_passed)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:298(_require_cross_replica_or_default_context_extended)
        1    0.000    0.000    0.000    0.000 transpiler.py:146(__init__)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:79(__exit__)
        1    0.000    0.000    0.000    0.000 reaching_fndefs.py:118(__init__)
        1    0.000    0.000    0.000    0.000 api.py:193(get_transformed_name)
      9/3    0.000    0.000    0.000    0.000 activity.py:131(referenced)
        2    0.000    0.000    0.000    0.000 cfg.py:492(exit_section)
        3    0.000    0.000    0.000    0.000 cfg.py:665(_get_enclosing_finally_scopes)
        1    0.000    0.000    0.000    0.000 unparser.py:88(_Expr)
        3    0.000    0.000    0.000    0.000 unparser.py:445(_Str)
        6    0.000    0.000    0.000    0.000 unparser.py:50(enter)
        2    0.000    0.000    0.000    0.000 def_function.py:1052(input_signature)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:31(set_filename_and_line_from_caller)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:302(merge_with)
        8    0.000    0.000    0.000    0.000 ops.py:5413(_colocation_stack)
       10    0.000    0.000    0.000    0.000 ops.py:5434(_control_dependencies_stack)
        1    0.000    0.000    0.000    0.000 ops.py:6617(add_to_collection)
        1    0.000    0.000    0.000    0.000 ops.py:2256(device)
        1    0.000    0.000    0.000    0.000 tf_stack.py:95(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:197(_supports_unicode)
       12    0.000    0.000    0.000    0.000 base_parser.py:1207(<genexpr>)
        3    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 format.py:423(__init__)
        3    0.000    0.000    0.000    0.000 common.py:883(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 formatters.py:677(_type_printers_default)
        1    0.000    0.000    0.000    0.000 tempfile.py:233(_get_candidate_names)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:89(_check_generic)
       25    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       11    0.000    0.000    0.000    0.000 traitlets.py:2604(validate)
        2    0.000    0.000    0.000    0.000 inspect.py:882(__init__)
       11    0.000    0.000    0.000    0.000 inspect.py:2609(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
        4    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        4    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        2    0.000    0.000    0.000    0.000 enum.py:458(_find_data_type)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1482(_get_supported_file_loaders)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        3    0.000    0.000    0.000    0.000 csvs.py:138(has_mi_columns)
        1    0.000    0.000    0.000    0.000 training.py:3893(_collective_all_reduce_multi_worker)
        1    0.000    0.000    0.000    0.000 training.py:4018(_is_per_replica_instance)
        1    0.000    0.000    0.000    0.000 base_layer.py:2825(_set_mask_keras_history_checked)
        3    0.000    0.000    0.000    0.000 base_layer.py:3243(_expects_mask_arg)
        7    0.000    0.000    0.000    0.000 base_layer.py:3568(<genexpr>)
        1    0.000    0.000    0.000    0.000 functional.py:683(_flatten_to_reference_inputs)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:457(call_context)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:565(__init__)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:587(__exit__)
        3    0.000    0.000    0.000    0.000 layer_utils.py:800(split_out_first_arg)
        4    0.000    0.000    0.000    0.000 keras_tensor.py:144(shape)
        1    0.000    0.000    0.000    0.000 keras_tensor.py:358(dtype)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:53(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:61(_pop_per_thread_mode)
        1    0.000    0.000    0.000    0.000 transpiler.py:286(_erase_arg_defaults)
        1    0.000    0.000    0.000    0.000 return_statements.py:219(__init__)
